Time,Aston Quay,Bachelors Walk,Grafton Street / Nassau Street / Suffolk Street,Capel Street,"College Green, Bank Of Ireland",College Green @ Church Lane,Dawson Street,Dawson Street Replacement,Dame Street,Grafton Street,Grafton Street @ CompuB,"Doilier Street, Burgh Quay",College Green - Dame St Side,Henry Street,Liffey Street,Mary Street,O'Connell St Outside Pennys,"O'Connell St, Parnell St @ AIB",O'Connell St Outside Clerys,Talbot Street North,Talbot Street South,Westmoreland Street East,Westmoreland Street West
2023-03-25 22:00:00,3135,147,5358,1637,274,609,529,1203,565,255,971,147,74,3790,6028,406,1195,531,749,2245,1764,1047,1091
2023-03-25 23:00:00,3100,145,5277,1614,269,606,521,1193,555,250,957,144,73,3705,6009,397,1177,521,737,2210,1762,1038,1076
2023-03-26 00:00:00,3075,144,5221,1597,265,603,518,1187,548,248,949,143,73,3653,5991,393,1167,514,729,2179,1760,1030,1065
2023-03-26 01:00:00,3062,144,5193,1588,264,603,517,1184,543,247,947,143,73,3637,5976,392,1165,510,726,2154,1758,1024,1058
2023-03-26 02:00:00,3062,145,5194,1586,264,604,521,1186,542,248,952,145,74,3658,5963,395,1171,511,728,2136,1755,1020,1057
2023-03-26 03:00:00,3073,147,5226,1593,266,606,527,1191,544,250,962,147,75,3713,5955,401,1184,515,734,2128,1753,1019,1060
2023-03-26 04:00:00,3096,149,5284,1607,270,609,537,1200,549,255,978,149,77,3800,5951,411,1205,523,745,2129,1751,1021,1068
2023-03-26 05:00:00,3129,153,5365,1628,275,614,548,1211,556,260,997,153,78,3912,5951,423,1230,533,758,2139,1750,1025,1080
2023-03-26 06:00:00,3169,157,5464,1653,281,619,561,1225,566,266,1020,157,80,4040,5956,436,1259,546,775,2157,1749,1031,1095
2023-03-26 07:00:00,3213,161,5572,1682,288,625,574,1239,577,273,1043,161,82,4176,5966,451,1290,561,792,2182,1748,1038,1113
2023-03-26 08:00:00,3259,164,5683,1712,295,631,587,1254,589,280,1066,164,83,4311,5979,464,1319,575,809,2213,1749,1047,1131
2023-03-26 09:00:00,3304,168,5790,1740,302,636,598,1268,601,286,1087,168,85,4435,5995,477,1346,589,826,2247,1749,1057,1149
2023-03-26 10:00:00,3343,171,5884,1767,308,641,608,1279,612,291,1104,171,86,4540,6012,487,1369,601,840,2282,1751,1066,1165
2023-03-26 11:00:00,3376,173,5959,1788,313,644,614,1289,621,295,1117,172,87,4619,6029,495,1386,611,851,2315,1752,1075,1179
2023-03-26 12:00:00,3399,174,6012,1804,316,646,618,1294,628,297,1125,173,87,4667,6046,499,1395,618,858,2345,1754,1083,1189
2023-03-26 13:00:00,3411,174,6037,1812,317,647,618,1297,632,298,1126,173,86,4681,6061,500,1397,621,861,2368,1756,1088,1195
2023-03-26 14:00:00,3411,173,6034,1813,317,646,615,1295,633,297,1122,172,86,4661,6072,497,1391,620,859,2384,1759,1091,1197
2023-03-26 15:00:00,3400,171,6004,1807,315,644,608,1290,631,295,1112,170,85,4607,6080,491,1378,616,853,2392,1761,1092,1193
2023-03-26 16:00:00,3378,168,5948,1793,311,640,600,1282,626,291,1097,168,83,4524,6084,482,1359,609,843,2391,1762,1091,1186
2023-03-26 17:00:00,3347,165,5871,1774,306,636,589,1271,619,285,1078,164,82,4418,6083,470,1334,599,830,2381,1764,1087,1174
2023-03-26 18:00:00,3309,161,5777,1749,301,631,577,1258,610,280,1057,161,80,4297,6078,458,1307,586,815,2364,1765,1081,1160
2023-03-26 19:00:00,3267,157,5675,1722,294,625,564,1244,599,273,1035,157,78,4168,6069,444,1278,573,798,2339,1765,1074,1143
2023-03-26 20:00:00,3223,154,5570,1694,287,620,552,1230,588,267,1013,153,77,4041,6057,431,1250,559,782,2310,1765,1065,1126
2023-03-26 21:00:00,3181,151,5470,1667,281,615,541,1217,577,261,994,150,75,3924,6042,419,1225,546,766,2278,1764,1056,1109
2023-03-26 22:00:00,3144,148,5382,1642,275,611,533,1206,567,256,977,148,74,3826,6026,410,1204,535,753,2245,1763,1048,1094
2023-03-26 23:00:00,3114,146,5311,1622,271,608,526,1198,558,253,965,146,74,3752,6009,402,1188,525,743,2214,1761,1039,1081
2023-03-27 00:00:00,3092,145,5262,1608,268,606,523,1192,552,250,959,145,74,3707,5993,399,1179,519,736,2186,1759,1032,1071
2023-03-27 01:00:00,3081,145,5239,1600,267,605,523,1190,548,250,957,145,74,3695,5980,398,1178,516,734,2164,1757,1027,1066
2023-03-27 02:00:00,3082,146,5242,1599,267,606,526,1192,547,251,962,146,75,3716,5969,401,1184,517,736,2149,1755,1024,1065
2023-03-27 03:00:00,3093,148,5272,1606,269,608,532,1197,549,253,971,148,76,3768,5961,407,1196,521,741,2142,1754,1023,1068
2023-03-27 04:00:00,3114,151,5326,1619,272,611,541,1205,553,257,985,151,77,3847,5958,415,1215,528,751,2144,1752,1025,1075
2023-03-27 05:00:00,3143,154,5399,1637,277,616,551,1215,560,262,1003,154,79,3947,5959,426,1238,538,763,2153,1751,1028,1086
2023-03-27 06:00:00,3179,157,5488,1660,283,620,562,1227,569,268,1023,157,80,4062,5964,438,1264,549,778,2170,1750,1034,1100
2023-03-27 07:00:00,3219,161,5585,1686,289,626,574,1241,579,274,1044,161,82,4184,5972,451,1291,562,793,2193,1749,1041,1115
2023-03-27 08:00:00,3260,164,5684,1712,295,631,586,1254,590,279,1064,164,83,4304,5984,463,1317,575,809,2221,1750,1049,1132
2023-03-27 09:00:00,3299,167,5778,1738,301,635,596,1266,600,285,1083,167,84,4413,5998,474,1341,587,823,2251,1750,1058,1148
2023-03-27 10:00:00,3335,169,5861,1761,306,639,604,1276,610,289,1098,169,85,4506,6014,484,1361,598,836,2282,1751,1066,1162
2023-03-27 11:00:00,3363,171,5927,1780,311,642,610,1284,618,293,1109,171,86,4575,6029,490,1375,607,845,2312,1753,1074,1174
2023-03-27 12:00:00,3383,172,5972,1793,313,644,613,1289,624,295,1116,172,86,4616,6044,494,1383,613,851,2337,1755,1080,1183
2023-03-27 13:00:00,3393,172,5993,1801,315,644,613,1291,627,295,1117,172,86,4626,6057,494,1385,615,854,2358,1757,1085,1188
2023-03-27 14:00:00,3392,171,5989,1801,314,644,610,1289,628,295,1112,171,85,4605,6067,491,1379,614,852,2372,1759,1088,1189
2023-03-27 15:00:00,3382,169,5960,1795,312,641,604,1284,626,292,1103,169,84,4556,6074,486,1367,611,846,2378,1760,1089,1186
2023-03-27 16:00:00,3361,167,5909,1782,309,638,596,1277,622,288,1090,166,83,4480,6077,477,1349,604,837,2377,1762,1087,1179
2023-03-27 17:00:00,3333,164,5839,1765,305,634,586,1267,615,284,1073,164,81,4385,6076,467,1327,594,825,2368,1763,1084,1169
2023-03-27 18:00:00,3299,161,5755,1743,299,630,575,1255,607,278,1054,160,80,4276,6071,456,1303,583,812,2352,1764,1078,1155
2023-03-27 19:00:00,3261,157,5663,1719,293,625,564,1243,597,273,1034,157,78,4161,6063,444,1277,571,797,2330,1764,1072,1141
2023-03-27 20:00:00,3223,154,5570,1693,287,620,553,1231,587,267,1015,154,77,4048,6052,432,1252,559,782,2303,1764,1064,1125
2023-03-27 21:00:00,3185,151,5481,1669,282,616,544,1219,578,262,998,151,76,3945,6038,422,1230,548,769,2275,1763,1056,1110
2023-03-27 22:00:00,3153,149,5403,1648,277,612,536,1210,569,258,983,149,75,3858,6024,413,1211,537,757,2245,1762,1048,1097
2023-03-27 23:00:00,3126,148,5342,1630,273,609,531,1202,561,255,973,147,75,3794,6009,407,1198,529,748,2218,1761,1041,1085
2023-03-28 00:00:00,3108,147,5300,1617,270,608,528,1197,555,253,967,147,74,3756,5995,404,1190,524,742,2193,1759,1035,1077
2023-03-28 01:00:00,3099,147,5281,1611,269,607,528,1196,552,252,966,147,75,3748,5983,403,1190,522,741,2174,1757,1030,1072
2023-03-28 02:00:00,3099,148,5285,1611,270,608,531,1198,552,253,971,148,75,3768,5974,406,1195,522,742,2161,1755,1028,1072
2023-03-28 03:00:00,3110,149,5313,1617,271,610,537,1202,553,256,979,149,76,3816,5967,412,1207,526,748,2155,1754,1027,1075
2023-03-28 04:00:00,3129,152,5362,1629,275,613,544,1209,558,259,992,152,77,3888,5964,420,1223,533,756,2157,1752,1028,1082
2023-03-28 05:00:00,3156,155,5429,1646,279,617,554,1219,564,263,1008,154,79,3978,5965,429,1244,542,768,2166,1751,1032,1091
2023-03-28 06:00:00,3188,158,5508,1666,284,621,564,1230,572,269,1026,158,80,4082,5970,440,1268,552,781,2181,1750,1037,1104
2023-03-28 07:00:00,3224,161,5595,1689,290,626,574,1241,581,274,1045,161,82,4190,5978,451,1292,563,795,2202,1750,1043,1118
2023-03-28 08:00:00,3260,164,5683,1713,295,630,584,1253,590,279,1063,164,83,4297,5989,462,1315,575,808,2227,1750,1050,1132
2023-03-28 09:00:00,3295,166,5767,1736,300,634,593,1264,600,284,1079,166,84,4394,6001,472,1336,586,821,2254,1751,1058,1147
2023-03-28 10:00:00,3326,168,5840,1756,305,638,601,1273,608,288,1093,168,85,4475,6015,480,1354,595,832,2282,1752,1065,1159
2023-03-28 11:00:00,3351,170,5898,1773,309,640,606,1280,615,291,1102,170,85,4534,6029,486,1366,603,840,2308,1754,1072,1170
2023-03-28 12:00:00,3368,171,5936,1784,311,642,608,1284,620,293,1107,170,85,4569,6042,489,1373,608,846,2331,1755,1078,1178
2023-03-28 13:00:00,3376,170,5954,1790,312,642,608,1285,623,293,1108,170,85,4577,6054,489,1374,610,847,2349,1757,1082,1182
2023-03-28 14:00:00,3375,170,5949,1790,312,641,605,1284,624,292,1104,169,84,4556,6062,486,1368,609,846,2361,1759,1085,1183
2023-03-28 15:00:00,3365,168,5922,1784,310,640,600,1279,622,290,1095,168,84,4510,6068,481,1357,605,840,2366,1760,1085,1179
2023-03-28 16:00:00,3347,166,5875,1773,307,637,592,1272,618,287,1083,166,82,4442,6071,474,1341,599,832,2364,1762,1084,1173
2023-03-28 17:00:00,3321,163,5811,1757,303,633,583,1263,612,282,1068,163,81,4356,6070,464,1321,591,821,2356,1763,1080,1163
2023-03-28 18:00:00,3291,160,5736,1737,298,629,574,1253,604,278,1051,160,80,4258,6065,454,1299,581,809,2341,1763,1076,1152
2023-03-28 19:00:00,3257,157,5654,1715,293,625,564,1242,596,273,1034,157,78,4156,6058,443,1276,570,796,2321,1763,1070,1139
2023-03-28 20:00:00,3222,155,5571,1693,287,620,554,1231,587,268,1017,154,77,4055,6048,433,1254,559,783,2297,1763,1063,1125
2023-03-28 21:00:00,3189,152,5492,1672,282,617,546,1221,578,263,1001,152,76,3964,6036,424,1234,549,771,2272,1763,1056,1111
2023-03-28 22:00:00,3160,150,5424,1652,278,613,539,1213,570,259,989,150,76,3888,6023,416,1218,540,761,2246,1762,1049,1099
2023-03-28 23:00:00,3137,149,5369,1637,275,611,535,1206,564,257,980,148,75,3832,6009,411,1207,533,753,2221,1760,1042,1089
2023-03-29 00:00:00,3121,148,5333,1626,272,610,532,1202,559,255,975,148,75,3800,5997,408,1200,529,748,2200,1759,1037,1082
2023-03-29 01:00:00,3114,148,5318,1621,272,609,533,1201,556,255,974,148,75,3794,5986,408,1200,527,746,2183,1757,1033,1078
2023-03-29 02:00:00,3115,149,5323,1621,272,610,536,1203,556,255,978,149,76,3814,5978,411,1205,527,748,2172,1756,1031,1078
2023-03-29 03:00:00,3125,151,5350,1627,274,612,541,1207,557,258,987,150,77,3858,5973,416,1216,531,753,2167,1754,1030,1081
2023-03-29 04:00:00,3143,153,5394,1638,277,615,548,1213,561,261,998,153,78,3924,5970,423,1231,537,761,2169,1753,1032,1087
2023-03-29 05:00:00,3167,155,5455,1653,281,618,556,1222,567,265,1013,155,79,4006,5971,432,1250,545,771,2177,1752,1035,1096
2023-03-29 06:00:00,3196,158,5526,1672,285,622,565,1232,574,269,1029,158,80,4098,5976,442,1271,554,783,2191,1751,1039,1107
2023-03-29 07:00:00,3228,161,5604,1692,290,626,574,1242,582,274,1045,161,82,4195,5983,452,1292,565,795,2210,1751,1045,1120
2023-03-29 08:00:00,3261,163,5682,1713,295,630,583,1253,591,279,1061,163,83,4289,5993,461,1313,575,808,2233,1751,1052,1133
2023-03-29 09:00:00,3292,166,5756,1733,300,634,591,1262,599,283,1076,166,84,4375,6004,470,1332,584,819,2257,1752,1058,1145
2023-03-29 10:00:00,3319,168,5821,1751,304,637,598,1270,607,287,1087,167,84,4446,6016,477,1347,593,829,2282,1753,1065,1157
2023-03-29 11:00:00,3340,169,5871,1766,307,639,602,1276,613,289,1096,169,85,4498,6029,482,1358,599,836,2305,1754,1071,1166
2023-03-29 12:00:00,3355,169,5904,1776,309,640,604,1280,617,291,1100,169,85,4527,6040,484,1363,604,840,2325,1755,1076,1173
2023-03-29 13:00:00,3362,169,5919,1781,310,640,603,1281,620,291,1100,169,85,4532,6050,484,1364,605,842,2340,1757,1080,1176
2023-03-29 14:00:00,3361,168,5913,1781,309,640,601,1279,620,290,1097,168,84,4513,6058,482,1358,604,840,2351,1758,1082,1177
2023-03-29 15:00:00,3351,167,5887,1775,308,638,596,1275,618,288,1089,167,83,4470,6063,477,1348,601,835,2355,1760,1082,1174
2023-03-29 16:00:00,3334,165,5844,1764,305,635,589,1269,615,285,1078,165,82,4408,6065,470,1334,595,827,2353,1761,1081,1168
2023-03-29 17:00:00,3311,163,5787,1750,301,632,581,1261,609,281,1064,162,81,4330,6064,462,1316,588,818,2345,1762,1078,1159
2023-03-29 18:00:00,3283,160,5719,1732,297,628,573,1251,602,277,1049,160,80,4243,6060,453,1296,579,807,2331,1763,1073,1148
2023-03-29 19:00:00,3253,157,5646,1713,292,625,564,1241,595,272,1033,157,79,4151,6053,443,1276,569,795,2313,1763,1068,1137
2023-03-29 20:00:00,3222,155,5572,1693,288,621,555,1232,587,268,1018,155,77,4062,6044,434,1256,559,783,2292,1763,1062,1124
2023-03-29 21:00:00,3193,153,5502,1674,283,617,548,1223,579,264,1005,152,77,3982,6033,426,1239,550,773,2269,1762,1055,1113
2023-03-29 22:00:00,3168,151,5442,1657,279,615,542,1215,572,261,994,151,76,3915,6021,419,1225,543,764,2246,1761,1049,1102
2023-03-29 23:00:00,3147,150,5395,1643,276,612,538,1210,566,258,986,150,76,3867,6010,415,1214,536,757,2224,1760,1043,1093
2023-03-30 00:00:00,3134,149,5364,1634,274,611,536,1206,562,257,982,149,76,3840,5999,413,1209,533,753,2206,1758,1039,1087
2023-03-30 01:00:00,3128,149,5351,1629,274,611,537,1205,560,257,982,149,76,3836,5989,413,1209,531,752,2191,1757,1035,1084
2023-03-30 02:00:00,3129,150,5357,1630,274,612,539,1207,559,258,985,150,76,3855,5982,415,1214,532,754,2181,1756,1033,1084
2023-03-30 03:00:00,3138,152,5382,1635,276,614,544,1211,561,259,993,151,77,3896,5977,420,1224,535,758,2177,1754,1033,1086
2023-03-30 04:00:00,3155,154,5423,1646,278,616,550,1217,565,262,1003,153,78,3955,5976,426,1238,541,766,2179,1753,1035,1092
2023-03-30 05:00:00,3177,156,5477,1659,282,619,558,1225,570,266,1016,156,79,4029,5977,434,1255,548,775,2187,1752,1037,1100
2023-03-30 06:00:00,3203,158,5542,1676,286,623,566,1234,576,270,1031,158,80,4112,5981,443,1274,556,785,2200,1752,1042,1110
2023-03-30 07:00:00,3231,161,5611,1695,290,626,574,1243,584,274,1046,161,81,4198,5988,452,1293,565,796,2217,1752,1047,1122
2023-03-30 08:00:00,3260,163,5681,1713,295,630,582,1252,591,278,1060,163,82,4282,5996,460,1311,575,807,2237,1752,1053,1133
2023-03-30 09:00:00,3288,165,5746,1731,299,633,589,1260,598,282,1072,165,83,4358,6006,468,1328,583,817,2259,1752,1059,1144
2023-03-30 10:00:00,3312,167,5803,1747,303,636,595,1267,605,285,1083,167,84,4420,6017,474,1341,590,826,2281,1753,1064,1154
2023-03-30 11:00:00,3331,168,5847,1760,305,638,598,1273,610,288,1090,168,84,4465,6028,478,1350,596,832,2301,1754,1070,1162
2023-03-30 12:00:00,3343,168,5876,1768,307,639,600,1276,614,289,1094,168,84,4490,6039,480,1355,600,836,2319,1756,1074,1168
2023-03-30 13:00:00,3349,168,5887,1773,308,639,600,1277,616,289,1094,168,84,4493,6048,480,1355,601,837,2333,1757,1077,1171
2023-03-30 14:00:00,3347,167,5881,1772,307,638,597,1275,617,288,1090,167,83,4474,6054,478,1350,600,835,2342,1758,1079,1171
2023-03-30 15:00:00,3338,166,5857,1767,306,636,593,1271,615,286,1083,166,83,4435,6059,473,1341,597,830,2345,1760,1079,1168
2023-03-30 16:00:00,3323,164,5818,1757,303,634,587,1265,612,283,1073,164,82,4378,6060,467,1327,592,823,2343,1761,1078,1163
2023-03-30 17:00:00,3302,162,5766,1744,300,631,580,1258,607,280,1060,162,81,4308,6059,460,1311,585,815,2336,1762,1075,1155
2023-03-30 18:00:00,3277,160,5705,1728,296,628,572,1250,600,276,1047,159,80,4230,6055,452,1294,577,805,2323,1762,1071,1146
2023-03-30 19:00:00,3250,157,5639,1710,292,624,564,1241,594,272,1033,157,79,4149,6049,443,1276,568,794,2307,1762,1066,1135
2023-03-30 20:00:00,3223,155,5574,1693,288,621,556,1232,586,268,1020,155,78,4070,6040,435,1258,560,784,2288,1762,1061,1124
2023-03-30 21:00:00,3197,153,5512,1676,284,618,550,1224,579,265,1008,153,77,3998,6031,428,1243,552,775,2267,1761,1055,1114
2023-03-30 22:00:00,3174,152,5459,1661,280,616,545,1218,573,262,998,151,76,3940,6020,422,1230,545,767,2247,1761,1050,1104
2023-03-30 23:00:00,3157,151,5418,1649,278,614,541,1213,568,260,991,150,76,3898,6010,418,1222,540,761,2227,1759,1045,1097
